weeknum,close,bounce price,roi
1,32.80048672566371,33.17422123893801,-0.011265811202694697
2,31.99486725663715,33.17422123893801,-0.03555031401661365
3,31.62734513274337,33.17422123893801,-0.04662885965139121
4,31.700707964601783,33.17422123893801,-0.04441741868552746
5,32.225203539822964,33.17422123893801,-0.028607082959980486
6,32.46083318584071,33.17422123893801,-0.02150428936851615
7,32.309019026548675,33.17422123893801,-0.026080558339491917
8,31.956814159292044,33.17422123893801,-0.03669738231012468
9,31.612739380530964,33.17422123893801,-0.04706913380604899
10,32.18836283185841,33.17422123893801,-0.029717605124139363
11,32.49126858407081,33.17422123893801,-0.020586848141761042
12,33.03169911504426,33.17422123893801,-0.004296170899302494
13,33.09868805309734,33.17422123893801,-0.0022768638726027605
14,33.355777777777774,33.25712888888884,0.0029662479048782123
15,33.550555111111116,33.25712888888884,0.00882295712304576
16,33.71390134529149,33.305623318385614,0.012258531329767825
17,33.72242152466367,33.305623318385614,0.012514349372587047
18,33.28058789237668,33.305623318385614,-0.0007516876585556525
19,33.38752895927602,33.36123981900448,0.0007880144866966554
20,32.99819004524887,33.36123981900448,-0.010882382541094849
21,32.84845296803656,33.47138812785384,-0.018610974765605675
22,33.29422018348622,33.40047706422015,-0.0031812982949203663
23,33.47712155963302,33.40047706422015,0.002294712595437028
24,33.3801728110599,33.45835944700457,-0.0023368341196916623
25,33.048571428571414,33.45835944700457,-0.012247702075238526
26,33.15328248847925,33.45835944700457,-0.009118108704897421
